Id,type,label,Parent
5489,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.java,5488
5490,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.serialVersionUID,5489
5491,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getUnknownFields,5489
5492,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getDescriptor,5489
5493,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.internalGetFieldAccessorTable,5489
5494,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.bitField0_,5489
5495,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.INT32_FIELD_NUMBER,5489
5496,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.int32_,5489
5497,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasInt32,5489
5498,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getInt32,5489
5499,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.INT64_FIELD_NUMBER,5489
5500,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.int64_,5489
5501,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasInt64,5489
5502,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getInt64,5489
5503,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.UINT32_FIELD_NUMBER,5489
5504,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.uint32_,5489
5505,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasUint32,5489
5506,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getUint32,5489
5507,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.UINT64_FIELD_NUMBER,5489
5508,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.uint64_,5489
5509,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasUint64,5489
5510,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getUint64,5489
5511,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.SINT32_FIELD_NUMBER,5489
5512,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.sint32_,5489
5513,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasSint32,5489
5514,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getSint32,5489
5515,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.SINT64_FIELD_NUMBER,5489
5516,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.sint64_,5489
5517,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasSint64,5489
5518,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getSint64,5489
5519,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.FIXED32_FIELD_NUMBER,5489
5520,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.fixed32_,5489
5521,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasFixed32,5489
5522,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getFixed32,5489
5523,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.FIXED64_FIELD_NUMBER,5489
5524,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.fixed64_,5489
5525,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasFixed64,5489
5526,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getFixed64,5489
5527,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.SFIXED32_FIELD_NUMBER,5489
5528,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.sfixed32_,5489
5529,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasSfixed32,5489
5530,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getSfixed32,5489
5531,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.SFIXED64_FIELD_NUMBER,5489
5532,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.sfixed64_,5489
5533,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasSfixed64,5489
5534,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getSfixed64,5489
5535,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.FLOAT_FIELD_NUMBER,5489
5536,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.float_,5489
5537,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasFloat,5489
5538,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getFloat,5489
5539,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.DOUBLE_FIELD_NUMBER,5489
5540,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.double_,5489
5541,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasDouble,5489
5542,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getDouble,5489
5543,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.BOOL_FIELD_NUMBER,5489
5544,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.bool_,5489
5545,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasBool,5489
5546,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getBool,5489
5547,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.STRING_FIELD_NUMBER,5489
5548,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.string_,5489
5549,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasString,5489
5550,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getString,5489
5551,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getStringBytes,5489
5552,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.BYTES_FIELD_NUMBER,5489
5553,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.bytes_,5489
5554,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasBytes,5489
5555,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getBytes,5489
5556,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.ENUM_FIELD_NUMBER,5489
5557,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.enum_,5489
5558,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasEnum,5489
5559,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getEnum,5489
5560,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.INTARRAY_FIELD_NUMBER,5489
5561,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.intArray_,5489
5562,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getIntArrayList,5489
5563,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getIntArrayCount,5489
5564,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getIntArray,5489
5565,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.FOOARRAY_FIELD_NUMBER,5489
5566,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.fooArray_,5489
5567,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getFooArrayList,5489
5568,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getFooArrayOrBuilderList,5489
5569,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getFooArrayCount,5489
5570,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getFooArray,5489
5571,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getFooArrayOrBuilder,5489
5572,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.SYMS_FIELD_NUMBER,5489
5573,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.syms_,5489
5574,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.syms_converter_,5489
5575,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getSymsList,5489
5576,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getSymsCount,5489
5577,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getSyms,5489
5578,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.FOO_FIELD_NUMBER,5489
5579,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.foo_,5489
5580,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasFoo,5489
5581,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getFoo,5489
5582,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getFooOrBuilder,5489
5583,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.TIMESTAMP_FIELD_NUMBER,5489
5584,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.timestamp_,5489
5585,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hasTimestamp,5489
5586,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getTimestamp,5489
5587,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getTimestampOrBuilder,5489
5588,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.memoizedIsInitialized,5489
5589,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.isInitialized,5489
5590,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.writeTo,5489
5591,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getSerializedSize,5489
5592,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.equals,5489
5593,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.hashCode,5489
5594,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.parseFrom,5489
5595,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.parseFrom,5489
5596,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.parseFrom,5489
5597,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.parseFrom,5489
5598,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.parseFrom,5489
5599,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.parseFrom,5489
5600,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.parseFrom,5489
5601,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.parseFrom,5489
5602,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.parseDelimitedFrom,5489
5603,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.parseDelimitedFrom,5489
5604,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.parseFrom,5489
5605,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.parseFrom,5489
5606,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.newBuilderForType,5489
5607,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.newBuilder,5489
5608,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.newBuilder,5489
5609,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.toBuilder,5489
5610,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.newBuilderForType,5489
5611,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.DEFAULT_INSTANCE,5489
5612,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getDefaultInstance,5489
5613,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.PARSER,5489
5614,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.parser,5489
5615,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getParserForType,5489
5616,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/Foo.getDefaultInstanceForType,5489
5617,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/FooOrBuilder.java,5488
5618,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.java,5488
5619,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.serialVersionUID,5618
5620,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.getUnknownFields,5618
5621,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.getDescriptor,5618
5622,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.internalGetFieldAccessorTable,5618
5623,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.memoizedIsInitialized,5618
5624,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.isInitialized,5618
5625,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.writeTo,5618
5626,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.getSerializedSize,5618
5627,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.equals,5618
5628,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.hashCode,5618
5629,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.parseFrom,5618
5630,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.parseFrom,5618
5631,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.parseFrom,5618
5632,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.parseFrom,5618
5633,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.parseFrom,5618
5634,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.parseFrom,5618
5635,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.parseFrom,5618
5636,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.parseFrom,5618
5637,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.parseDelimitedFrom,5618
5638,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.parseDelimitedFrom,5618
5639,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.parseFrom,5618
5640,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.parseFrom,5618
5641,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.newBuilderForType,5618
5642,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.newBuilder,5618
5643,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.newBuilder,5618
5644,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.toBuilder,5618
5645,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.newBuilderForType,5618
5646,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.DEFAULT_INSTANCE,5618
5647,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.getDefaultInstance,5618
5648,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.PARSER,5618
5649,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.parser,5618
5650,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.getParserForType,5618
5651,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/M.getDefaultInstanceForType,5618
5652,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/MOrBuilder.java,5488
5653,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/TestMultipleFiles.java,5488
5654,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/TestMultipleFiles.registerAllExtensions,5653
5655,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/TestMultipleFiles.registerAllExtensions,5653
5656,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/TestMultipleFiles.internal_static_org_apache_avro_protobuf_multiplefiles_Foo_descriptor,5653
5657,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/TestMultipleFiles.internal_static_org_apache_avro_protobuf_multiplefiles_Foo_fieldAccessorTable,5653
5658,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/TestMultipleFiles.internal_static_org_apache_avro_protobuf_multiplefiles_M_descriptor,5653
5659,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/TestMultipleFiles.internal_static_org_apache_avro_protobuf_multiplefiles_M_fieldAccessorTable,5653
5660,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/TestMultipleFiles.getDescriptor,5653
5661,Variable,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/multiplefiles/TestMultipleFiles.descriptor,5653
5662,Package,noopt,-1
5663,Class,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/noopt/Test.java,5662
5664,Method,D:/LearningFile/projects/FCHE/example/avro/lang/java/protobuf/src/test/java/org/apache/avro/protobuf/noopt/Test.registerAllExtensions,5663
